Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
440183,ST FRANCIS HOSPITAL,TN,38119,SHELBY,14.4,10.9,15.4
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,TN,37601,WASHINGTON,Not Available,11.2,9.1
440185,SKYRIDGE MEDICAL CENTER,TN,37311,BRADLEY,14.2,13.5,14.8
440186,RIVERVIEW REGIONAL MEDICAL CENTER NORTH,TN,37030,SMITH,Not Available,11.2,12.3
440187,LIVINGSTON REGIONAL HOSPITAL,TN,38570,OVERTON,17.9,15.8,13.6
440189,REGIONAL HOSPITAL OF JACKSON,TN,38305,MADISON,14.1,12.5,13.8
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,TN,37212,DAVIDSON,14.1,10.5,13.2
440192,WHITE COUNTY COMMUNITY HOSPITAL,TN,38583,WHITE,14.9,12.3,12.7
440193,UNIVERSITY MEDICAL CENTER,TN,37087,WILSON,15.1,11.3,13.9
440194,HENDERSONVILLE MEDICAL CENTER,TN,37075,SUMNER,14.4,12.9,13.9
440197,SOUTHERN HILLS MEDICAL CTR,TN,37211,DAVIDSON,16.5,13.3,12.6
440200,STONES RIVER HOSPITAL & DEKALB COMMUNITY HOSPITAL,TN,37190,CANNON,Not Available,11.5,10.3
440218,THE CENTER FOR SPINAL SURGERY,TN,37203,DAVIDSON,Not Available,Not Available,Not Available
440227,STONECREST MEDICAL CENTER,TN,37167,RUTHERFORD,16.3,13,14.4
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,TN,38133,SHELBY,16.4,13,14.2
441300,HICKMAN COMMUNITY HEALTH SERVICES,TN,37033,HICKMAN,Not Available,Not Available,15.8
441301,TROUSDALE MEDICAL CENTER,TN,37074,TROUSDALE,Not Available,11.8,11
441305,MACON COUNTY GENERAL HOSPITAL,TN,37083,MACON,Not Available,10.5,10.7
441307,RIVERVIEW REGIONAL MEDICAL CENTER SOUTH,TN,37030,SMITH,Not Available,Not Available,Not Available
441308,MEDICAL CENTER OF MANCHESTER,TN,37355,COFFEE,Not Available,12,11.8
441309,MARSHALL MEDICAL CENTER,TN,37091,MARSHALL,Not Available,11.6,13.2
441310,RHEA MEDICAL CENTER,TN,37321,RHEA,Not Available,11.4,12.7
441311,CENTENNIAL MEDICAL CENTER OF ASHLAND CITY,TN,37015,CHEATHAM,Not Available,Not Available,Not Available
441312,PATIENTS' CHOICE MEDICAL CENTER OF ERIN,TN,37061,HOUSTON,Not Available,12.4,13.6
441313,WELLMONT HANCOCK COUNTY HOSPITAL,TN,37869,HANCOCK,Not Available,Not Available,12.1
441314,LAUDERDALE COMMUNITY HOSPITAL,TN,38063,LAUDERDALE,Not Available,11.8,10.8
441315,COPPER BASIN MEDICAL CENTER,TN,37317,POLK,Not Available,11.4,12.4
441316,CAMDEN GENERAL HOSPITAL,TN,38320,BENTON,Not Available,13,11.5
441317,SCOTT COUNTY HOSPITAL,TN,37841,SCOTT,Not Available,10.2,10.4
450002,PROVIDENCE MEMORIAL HOSPITAL,TX,79902,EL PASO,16.1,9.1,12.4
450005,MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,TX,77630,ORANGE,16.3,14.3,12.7
450007,PETERSON REGIONAL MEDICAL CENTER,TX,78028,KERR,15.7,12.4,14.3
450008,CHILDREN'S HOSPITAL -SCOTT & WHITE HEALTHCARE,TX,76502,BELL,Not Available,10.5,11.9
450010,UNITED REGIONAL HEALTH CARE SYSTEM,TX,76301,WICHITA,17.4,15.1,13.1
450011,ST JOSEPH REGIONAL HEALTH CENTER,TX,77802,BRAZOS,15.7,15.6,10.4
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,TX,75235,DALLAS,12.9,11.2,12
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,TX,77555,GALVESTON,17.4,11.8,11.4
450021,BAYLOR UNIVERSITY MEDICAL CENTER,TX,75246,DALLAS,18.1,11.8,12.1
450023,CITIZENS MEDICAL CENTER,TX,77901,VICTORIA,16,9.2,10.2
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,TX,79905,EL PASO,16.4,12,12.6
450028,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",TX,78520,CAMERON,15.4,11.7,11.1
450029,LAREDO MEDICAL CENTER,TX,78044,WEBB,21.6,11.3,10.8
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,TX,75670,HARRISON,14.5,10.1,9.9
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,TX,78550,CAMERON,16.1,12.3,8.9
450034,CHRISTUS HOSPITAL,TX,77702,JEFFERSON,15.1,13.1,12.6
450035,ST JOSEPH MEDICAL CENTER,TX,77002,HARRIS,17.4,9.6,13.3
450037,GOOD SHEPHERD MEDICAL CENTER,TX,75601,GREGG,16.6,10.6,11.9
450039,JPS HEALTH NETWORK,TX,76104,TARRANT,18.8,10.6,13.2
450040,COVENANT MEDICAL CENTER,TX,79410,LUBBOCK,13.6,11.1,11.7
450042,PROVIDENCE HEALTH CENTER,TX,76712,MCLENNAN,14.2,12.6,14.2
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,TX,75390,DALLAS,14.5,9,10.5
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,TX,78404,NUECES,16.8,9.8,12.4
450051,METHODIST DALLAS MEDICAL CENTER,TX,75203,DALLAS,15.6,11.2,9.9
450052,GOODALL WITCHER HOSPITAL,TX,76634,BOSQUE,Not Available,12.4,10.6
450054,SCOTT & WHITE MEMORIAL HOSPITAL,TX,76508,BELL,13.9,9.6,9.5
450055,ROLLING PLAINS MEMORIAL HOSPITAL,TX,79556,NOLAN,Not Available,10.7,13.4
450056,SETON MEDICAL CENTER AUSTIN,TX,78705,TRAVIS,14,11.3,11.8
450058,BAPTIST MEDICAL CENTER,TX,78205,BEXAR,14.9,9.6,9.9
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,TX,76012,TARRANT,15.7,10.4,11.7
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,TX,77030,HARRIS,17.3,10.7,11.1
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,TX,77566,BRAZORIA,13.3,12.4,13.8
450073,COGDELL MEMORIAL HOSPITAL,TX,79549,SCURRY,Not Available,12.8,11.6
450078,ANSON GENERAL HOSPITAL,TX,79501,JONES,Not Available,11.7,12
450079,BAYLOR MEDICAL CENTER AT IRVING,TX,75061,DALLAS,15.1,11.3,11.4
450080,TITUS REGIONAL MEDICAL CENTER,TX,75455,TITUS,16.1,10.7,13.2
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,TX,78102,BEE,Not Available,11.2,11.6
450083,EAST TEXAS MEDICAL CENTER,TX,75701,SMITH,15.7,10.7,11.8
450085,GRAHAM REGIONAL MEDICAL CENTER,TX,76450,YOUNG,Not Available,10.8,9.3
450087,NORTH HILLS HOSPITAL,TX,76180,TARRANT,16.3,10.6,9.4
450090,NORTH TEXAS MEDICAL CENTER,TX,76240,COOKE,15.3,11.8,13.2
450092,FORT DUNCAN MEDICAL CENTER,TX,78852,MAVERICK,15.5,8.1,9.7
450097,BAYSHORE MEDICAL CENTER,TX,77504,HARRIS,18.7,11.3,12.1
450099,PAMPA REGIONAL MEDICAL CENTER,TX,79065,GRAY,Not Available,9.8,11.5
450101,HILLCREST BAPTIST MEDICAL CENTER,TX,76712,MCLENNAN,16.2,12.9,11.7
450102,MOTHER FRANCES HOSPITAL,TX,75701,SMITH,14.6,12.5,10.9
450104,GUADALUPE REGIONAL MEDICAL CENTER,TX,78155,GUADALUPE,15.2,12,12.4
450107,LAS PALMAS MEDICAL CENTER,TX,79902,EL PASO,15.8,12.7,11.2
450108,CONNALLY MEMORIAL MEDICAL CENTER,TX,78114,WILSON,14.6,11.8,11.5
450119,SOUTH TEXAS HEALTH SYSTEM,TX,78539,HIDALGO,15.5,9.8,10.7
450123,RENAISSANCE HOSPITAL GROVES,TX,77619,JEFFERSON,Not Available,11.9,12.3
450124,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,TX,78701,TRAVIS,16.2,11.1,10.9
450128,KNAPP MEDICAL CENTER,TX,78596,HIDALGO,17.2,11.5,11.8
450130,NIX HEALTH CARE SYSTEM,TX,78205,BEXAR,14,9.9,9.9
450132,MEDICAL CENTER HOSPITAL,TX,79761,ECTOR,15.7,14.6,16.8
450133,MIDLAND MEMORIAL HOSPITAL,TX,79701,MIDLAND,16.9,12.5,14.5
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,TX,76104,TARRANT,14.9,11.4,12.3
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,TX,76104,TARRANT,15.7,8.9,11.7
450143,SETON SMITHVILLE REGIONAL HOSPITAL,TX,78957,BASTROP,Not Available,11.2,9.1
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,TX,79714,ANDREWS,Not Available,11.2,12.2
450147,DETAR HOSPITAL NAVARRO,TX,77902,VICTORIA,16.1,8.7,10
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,TX,76033,JOHNSON,15.2,12,11.4
450152,METROPLEX HOSPITAL,TX,76542,BELL,14,11.6,12.4
450154,VAL VERDE REGIONAL MEDICAL CENTER,TX,78840,VAL VERDE,16.3,11.3,13.4
450155,HEREFORD REGIONAL MEDICAL CENTER,TX,79045,DEAF SMITH,Not Available,12.1,13.1
450162,GRACE MEDICAL CENTER,TX,79412,LUBBOCK,Not Available,10.3,9.9
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,TX,78363,KLEBERG,Not Available,11.5,12.4
450165,SOUTH TEXAS REGIONAL MEDICAL CENTER,TX,78026,ATASCOSA,13.9,11.3,10.9
450176,MISSION REGIONAL MEDICAL CENTER,TX,78572,HIDALGO,13.5,8.8,9.9
450177,UVALDE MEMORIAL HOSPITAL,TX,78801,UVALDE,14.7,11,12.8
450178,PECOS COUNTY MEMORIAL HOSPITAL,TX,79735,PECOS,Not Available,10,14.4
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,TX,77008,HARRIS,16,9.8,11.1
450187,TRINITY MEDICAL CENTER,TX,77833,WASHINGTON,17.9,10.7,16.9
450188,ETMC CLARKSVILLE,TX,75426,RED RIVER,Not Available,10.8,11.9
450192,HILL REGIONAL HOSPITAL,TX,76645,HILL,14.8,12.5,13.1
450193,ST LUKES EPISCOPAL HOSPITAL,TX,77030,HARRIS,14.4,10.3,9.4
450194,EAST TEXAS MEDICAL CENTER JACKSONVILLE,TX,75766,CHEROKEE,17.9,10.4,12.4
450196,PARIS REGIONAL MEDICAL CENTER,TX,75460,LAMAR,15.6,11.4,14.9
450200,WADLEY REGIONAL MEDICAL CENTER,TX,75501,BOWIE,19.4,10.7,12.2
450203,WEATHERFORD REGIONAL MEDICAL CENTER,TX,76086,PARKER,16.5,10.5,12.7
450209,NORTHWEST TEXAS HOSPITAL,TX,79106,POTTER,17.2,12.1,14.3
450210,ETMC CARTHAGE,TX,75633,PANOLA,15,15.8,12
450211,MEMORIAL HEALTH SYSTEM OF EAST TEXAS- LUFKIN,TX,75901,ANGELINA,14.3,12.3,16
450213,UNIVERSITY HEALTH SYSTEM,TX,78229,BEXAR,15.7,10.5,11.6
450214,GULF COAST MEDICAL CENTER,TX,77488,WHARTON,Not Available,9.7,8.8
450219,SCOTT & WHITE HOSPITAL-LLANO,TX,78643,LLANO,Not Available,12,11.6
450221,MOORE COUNTY HOSPITAL DISTRICT,TX,79029,MOORE,Not Available,9.7,12.1
450222,CONROE REGIONAL MEDICAL CENTER,TX,77304,MONTGOMERY,17.3,11.5,12.7
450229,HENDRICK MEDICAL CENTER,TX,79601,TAYLOR,15.6,13,12
450231,BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS,TX,79106,POTTER,13.1,12.8,12.2
450234,COMANCHE COUNTY MEDICAL CENTER,TX,76442,COMANCHE,16.9,11.5,10.2
450235,MEMORIAL HOSPITAL,TX,78629,GONZALES,Not Available,11.2,10.2
450236,HOPKINS COUNTY MEMORIAL HOSPITAL,TX,75482,HOPKINS,14.9,14.9,13.7
450237,CHRISTUS SANTA ROSA HOSPITAL,TX,78207,BEXAR,13.9,12.6,12.9
450241,FAITH COMMUNITY HOSPITAL,TX,76458,JACK,Not Available,10.2,10.8
450243,HAMLIN MEMORIAL HOSPITAL,TX,79520,JONES,Not Available,10.9,Not Available
450253,BELLVILLE GENERAL HOSPITAL,TX,77418,AUSTIN,Not Available,13.8,14.9
450270,LAKE WHITNEY MEDICAL CENTER,TX,76692,HILL,Not Available,Not Available,Not Available
450271,WISE REGIONAL HEALTH SYSTEM,TX,76234,WISE,16.2,12.2,15.3
450272,CENTRAL TEXAS MEDICAL CENTER,TX,78666,HAYS,14.7,14.1,9.3
450280,BAYLOR MEDICAL CENTER AT GARLAND,TX,75042,DALLAS,15,11.3,10.3
450283,COZBY-GERMANY HOSPITAL,TX,75140,VAN ZANDT,Not Available,11.3,12.1
450289,HARRIS COUNTY HOSPITAL DISTRICT,TX,77054,HARRIS,14.3,10,12.3
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,TX,75142,KAUFMAN,17,14.8,14.5
450293,FRIO REGIONAL HOSPITAL,TX,78061,FRIO,Not Available,10.5,13.4
450296,CLEVELAND REGIONAL MEDICAL CTR,TX,77327,LIBERTY,16,9.2,10.2
450299,COLLEGE STATION MEDICAL CENTER,TX,77842,BRAZOS,16.6,11.4,13.3
450306,STAMFORD MEMORIAL HOSPITAL,TX,79553,JONES,Not Available,14.1,11.1
450324,TEXOMA MEDICAL CENTER,TX,75020,GRAYSON,18.5,11.2,14.1
450330,OAKBEND MEDICAL CENTER,TX,77469,FORT BEND,16.2,12.5,13.2
450340,SAN ANGELO COMMUNITY MEDICAL CENTER,TX,76904,TOM GREEN,16.2,10.5,11.7
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,TX,77701,JEFFERSON,16.6,11.7,16.5
450347,HUNTSVILLE MEMORIAL HOSPITAL,TX,77340,WALKER,Not Available,13.4,9.6
450348,FALLS COMMUNITY HOSPITAL AND CLINIC,TX,76661,FALLS,Not Available,11.2,8.9
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,TX,76401,ERATH,15.2,12.6,11
450352,HUNT REGIONAL MEDICAL CENTER,TX,75401,HUNT,16.3,13.8,10.4
450358,"METHODIST HOSPITAL,THE",TX,77030,HARRIS,12.9,8.8,8.3
450369,CHILDRESS REGIONAL MEDICAL CENTER,TX,79201,CHILDRESS,Not Available,12.3,10.7
450370,COLUMBUS COMMUNITY HOSPITAL,TX,78934,COLORADO,Not Available,12.4,10.1
450372,BAYLOR MEDICAL CENTER AT WAXAHACHIE,TX,75165,ELLIS,15.2,13.5,13.6
450373,EAST TEXAS MEDICAL CENTER MOUNT VERNON,TX,75457,FRANKLIN,Not Available,13.6,10.7
450379,DALLAS MEDICAL CENTER,TX,75234,DALLAS,15.2,10.5,10.5
450388,METHODIST HOSPITAL,TX,78229,BEXAR,16.2,10.6,11.3
450389,EAST TEXAS MEDICAL CENTER ATHENS,TX,75751,HENDERSON,16.4,10.6,10.1
450395,MEMORIAL MEDICAL CENTER LIVINGSTON,TX,77351,POLK,Not Available,11.2,12.1
450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX,79316,TERRY,Not Available,12.3,13.6
450400,PARKVIEW REGIONAL HOSPITAL,TX,76667,LIMESTONE,15,11.7,9.1
450403,MEDICAL CENTER OF MCKINNEY,TX,75069,COLLIN,14.9,11.5,15.5
450411,EASTLAND MEMORIAL HOSPITAL,TX,76448,EASTLAND,Not Available,13,10.9
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,TX,76020,TARRANT,Not Available,12.3,11
450422,BAYLOR MEDICAL CENTER AT UPTOWN,TX,75204,DALLAS,Not Available,Not Available,Not Available
450424,SAN JACINTO METHODIST HOSPITAL,TX,77521,HARRIS,13.5,9.9,11.2
450431,ST DAVIDS MEDICAL CENTER,TX,78705,TRAVIS,16.2,11.9,11.8
450438,COLORADO FAYETTE MEDICAL CENTER,TX,78962,COLORADO,Not Available,9.6,12.1
450446,RIVERSIDE GENERAL HOSPITAL,TX,77004,HARRIS,Not Available,Not Available,Not Available
450447,NAVARRO REGIONAL HOSPITAL,TX,75110,NAVARRO,17.7,12.4,12.6
450451,GLEN ROSE MEDICAL CENTER,TX,76043,SOMERVELL,Not Available,12.6,10.6
450460,TYLER COUNTY HOSPITAL,TX,75979,TYLER,Not Available,11.4,11.9
450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,TX,75231,DALLAS,17.5,11,11.9
450465,MATAGORDA REGIONAL MEDICAL CENTER,TX,77414,MATAGORDA,17.2,11,15.2
450469,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,TX,75091,GRAYSON,16.6,10.2,12.9
450475,ETMC HENDERSON,TX,75652,RUSK,15.5,10.5,12.4
450484,WOODLAND HEIGHTS MEDICAL CENTER,TX,75904,ANGELINA,16.5,12.6,14.2
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,TX,75662,GREGG,Not Available,Not Available,Not Available
450489,MEDICAL ARTS HOSPITAL,TX,79331,DAWSON,Not Available,11.4,12.9
450497,BOWIE MEMORIAL HOSPITAL,TX,76230,MONTAGUE,Not Available,12.7,10.1
450498,STEPHENS MEMORIAL HOSPITAL,TX,76424,STEPHENS,Not Available,11.2,15.7
450508,MEMORIAL HOSPITAL,TX,75961,NACOGDOCHES,16.4,13.2,10.9
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,TX,77640,JEFFERSON,16.1,12.7,10.7
450537,METHODIST RICHARDSON MEDICAL CENTER,TX,75080,DALLAS,16.3,12,13
450539,COVENANT HOSPITAL PLAINVIEW,TX,79072,HALE,Not Available,13.3,14.7
450558,ABILENE REGIONAL MEDICAL CENTER,TX,79606,TAYLOR,17.2,13.6,15
450563,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,TX,76051,TARRANT,16,10.7,10
450565,PALO PINTO GENERAL HOSPITAL,TX,76067,PALO PINTO,Not Available,12.1,11.8
450571,SHANNON MEDICAL CENTER,TX,76903,TOM GREEN,14.5,12.2,10.2
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,TX,75951,JASPER,Not Available,12.6,11.8
450578,HEMPHILL COUNTY HOSPITAL,TX,79014,HEMPHILL,Not Available,Not Available,11.6
450580,EAST TEXAS MEDICAL CENTER CROCKETT,TX,75835,HOUSTON,16.4,13.1,12.3
450584,WILBARGER GENERAL HOSPITAL,TX,76384,WILBARGER,Not Available,11.3,13.2
450586,SEYMOUR HOSPITAL,TX,76380,BAYLOR,Not Available,11.2,9.7
450587,BROWNWOOD REGIONAL MEDICAL CENTER,TX,76801,BROWN,14.7,12,13.2
450591,ANGLETON-DANBURY MEDICAL CENTER,TX,77515,BRAZORIA,Not Available,11.8,12.1
450596,LAKE GRANBURY MEDICAL CENTER,TX,76048,HOOD,16.7,15.7,15.1
450597,CUERO COMMUNITY HOSPITAL,TX,77954,DE WITT,17.1,13.8,13.3
450604,HILL COUNTRY MEMORIAL HOSPITAL INC,TX,78624,GILLESPIE,15.9,13.6,10.9
450605,CARE REGIONAL MEDICAL CENTER,TX,78336,SAN PATRICIO,Not Available,9.8,10.4
45060F,VA AMARILLO HEALTHCARE SYSTEM,TX,79106,POTTER,15.4,11.1,12.6
450610,MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,TX,77024,HARRIS,17.1,10.7,9.5
450615,ATLANTA MEMORIAL HOSPITAL,TX,75551,CASS,16.2,12,11
450617,CLEAR LAKE REGIONAL MEDICAL CENTER,TX,77598,HARRIS,14.1,9.3,11.5
450620,DIMMIT COUNTY MEMORIAL HOSPITAL,TX,78834,DIMMIT,Not Available,13.1,14.4
450630,SPRING BRANCH MEDICAL CENTER,TX,77055,HARRIS,16.1,11.8,10.4
450634,DENTON REGIONAL MEDICAL CENTER,TX,76210,DENTON,18.9,10.2,10.5
450638,HOUSTON NORTHWEST MEDICAL CENTER,TX,77090,HARRIS,12.4,10.3,10.7
450639,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,TX,76022,TARRANT,16,12.4,11.7
45063F,VA WEST TEXAS HEALTHCARE SYSTEM,TX,79720,HOWARD,Not Available,11.3,11.3
450641,NOCONA GENERAL HOSPITAL,TX,76255,MONTAGUE,Not Available,11.3,10.4
450643,DOCTORS HOSPITAL OF LAREDO,TX,78041,WEBB,17.2,9.9,10.4
450644,WEST HOUSTON MEDICAL CENTER,TX,77082,HARRIS,16.3,10.5,10.7
450647,MEDICAL CITY DALLAS HOSPITAL,TX,75230,DALLAS,15.8,13.1,9.7
450651,MEDICAL CENTER OF PLANO,TX,75075,COLLIN,15.4,12.2,13.8
450653,SCENIC MOUNTAIN MEDICAL CENTER,TX,79720,HOWARD,16.8,15.5,13.9
450654,STARR COUNTY MEMORIAL HOSPITAL,TX,78582,STARR,15.2,10.1,11.5
450656,NACOGDOCHES MEDICAL CENTER,TX,75961,NACOGDOCHES,16.3,14.5,12.1
450658,EAST TEXAS MEDICAL CENTER - FAIRFIELD,TX,75840,FREESTONE,Not Available,10.6,10.5
450659,PARK PLAZA HOSPITAL,TX,77004,HARRIS,14.4,9.9,9
450661,ODESSA REGIONAL HOSPITAL,TX,79761,ECTOR,18,12.6,13.4
450662,VALLEY REGIONAL MEDICAL CENTER,TX,78526,CAMERON,16.7,9,10.8
450668,SIERRA MEDICAL CENTER,TX,79902,EL PASO,16.5,13.3,11.9
450669,MEDICAL CENTER OF LEWISVILLE,TX,75057,DENTON,16.2,10.8,11.6
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),TX,75216,DALLAS,13.3,10.9,12.9
450670,TOMBALL REGIONAL MEDICAL CENTER,TX,77375,HARRIS,15.5,8.5,8.7
450672,PLAZA MEDICAL CENTER OF FORT WORTH,TX,76104,TARRANT,17.1,11.7,10.6
450674,"WOMANS HOSPITAL OF TEXAS,THE",TX,77054,HARRIS,Not Available,Not Available,Not Available
450675,MEDICAL CENTER OF ARLINGTON,TX,76015,TARRANT,17.6,11.8,11.9
450677,HUGULEY HEALTH SYSTEM,TX,76115,TARRANT,14.3,11.2,10.3
450678,DOCTORS HOSPITAL,TX,75218,DALLAS,14.8,10.6,10.8
450683,RENAISSANCE HOSPITAL TERRELL,TX,75160,KAUFMAN,15.3,10.8,15.3
450684,MEMORIAL HERMANN NORTHEAST,TX,77338,HARRIS,16.6,11.9,11.8
450686,UNIVERSITY MEDICAL CENTER,TX,79415,LUBBOCK,18.7,10.3,9.6
450688,DALLAS REGIONAL MEDICAL CENTER,TX,75149,DALLAS,18.1,9.3,12.9
450690,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,TX,75708,SMITH,15.6,9.6,7.3
450694,EL CAMPO MEMORIAL HOSPITAL,TX,77437,WHARTON,15.9,10.1,10.1
450697,SOUTHWEST GENERAL HOSPITAL,TX,78224,BEXAR,15.5,9.9,10.3
450698,LAMB HEALTHCARE CENTER,TX,79339,LAMB,Not Available,10.8,12.9
450702,LONGVIEW REGIONAL MEDICAL CENTER,TX,75605,GREGG,15.8,11.7,10.8
450709,CHRISTUS ST JOHN HOSPITAL,TX,77058,HARRIS,15.2,10.6,14.5
450711,RIO GRANDE REGIONAL HOSPITAL,TX,78503,HIDALGO,14.3,9.3,10.8
450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,TX,78704,TRAVIS,14.9,12.2,15.1
450716,CYPRESS FAIRBANKS MEDICAL CENTER,TX,77065,HARRIS,12,8.7,10.9
450718,ROUND ROCK MEDICAL CENTER,TX,78681,WILLIAMSON,16.1,10.8,11.8
450723,METHODIST CHARLTON MEDICAL CENTER,TX,75237,DALLAS,17.7,11.8,12.9
450730,BAYLOR MEDICAL CENTER AT CARROLLTON,TX,75010,DENTON,15.2,12.5,10.9
450742,LAKE POINTE MEDICAL CENTER,TX,75088,DALLAS,16.6,14.1,16.2
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,TX,76201,DENTON,15.6,10.7,11.3
450746,KNOX COUNTY HOSPITAL,TX,79529,KNOX,Not Available,Not Available,11.2
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,75801,ANDERSON,17.2,12,12.9
450749,EAST TEXAS MEDICAL CENTER TRINITY,TX,75862,TRINITY,Not Available,10.5,11.3
45074F,HOUSTON VA MEDICAL CENTER,TX,77030,HARRIS,13.6,9.7,14
450754,HAMILTON GENERAL HOSPITAL,TX,76531,HAMILTON,16.1,9.2,9.4
450755,COVENANT HOSPITAL LEVELLAND,TX,79336,HOCKLEY,Not Available,11.5,11.2
450766,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,TX,75390,DALLAS,Not Available,Not Available,Not Available
450770,CENTRAL TEXAS HOSPITAL,TX,76520,MILAM,Not Available,Not Available,Not Available
450771,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,TX,75093,COLLIN,14.5,11.6,10
450774,TOPS SURGICAL SPECIALTY HOSPITAL,TX,77090,HARRIS,Not Available,Not Available,Not Available
450775,KINGWOOD MEDICAL CENTER,TX,77325,HARRIS,15.5,10.4,12.2
450779,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,TX,76132,TARRANT,14.7,10.4,11.2
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,TX,78240,BEXAR,Not Available,Not Available,Not Available
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",TX,78412,NUECES,16.2,10.5,11.6
450795,ST ANTHONY'S HOSPITAL,TX,77093,HARRIS,Not Available,Not Available,Not Available
450796,NORTHWEST TEXAS SURGERY CENTER,TX,79109,RANDALL,Not Available,Not Available,Not Available
450797,HOUSTON HOSPITAL FOR SPECIALIZED SURGERY,TX,77004,HARRIS,Not Available,Not Available,Not Available
450801,CHRISTUS ST MICHAEL HEALTH SYSTEM,TX,75504,BOWIE,17.7,10.7,9.8
450803,DOCTORS HOSPITAL TIDWELL,TX,77091,HARRIS,14.9,10.7,9.6
450804,TEXAS ORTHOPEDIC HOSPITAL,TX,77030,HARRIS,Not Available,Not Available,Not Available
450808,NORTHWEST HILLS SURGICAL HOSPITAL,TX,78731,TRAVIS,Not Available,Not Available,Not Available
450809,NORTH AUSTIN MEDICAL CENTER,TX,78758,TRAVIS,15.9,11.4,10.6
450813,COMMUNITY GENERAL HOSPITAL,TX,78017,FRIO,Not Available,11.6,Not Available
450820,METHODIST SUGAR LAND HOSPITAL,TX,77479,FORT BEND,14.6,9.6,8.7
450822,LAS COLINAS MEDICAL CENTER,TX,75039,DALLAS,16.8,11.7,11.7
450825,CORNERSTONE REGIONAL HOSPITAL,TX,78539,HIDALGO,Not Available,Not Available,Not Available
450827,KELL WEST REGIONAL HOSPITAL,TX,76310,WICHITA,Not Available,13.3,10.1
450828,CHRISTUS SPOHN HOSPITAL ALICE,TX,78332,JIM WELLS,15.7,9.2,11.7
450831,SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,TX,77504,HARRIS,Not Available,Not Available,Not Available
450832,CHRISTUS ST CATHERINE HOSPITAL,TX,77450,HARRIS,15.2,11.5,14
450833,ENNIS REGIONAL MEDICAL CENTER,TX,75119,ELLIS,Not Available,9.4,12.7
450834,"PHYSICIANS CENTRE,THE",TX,77802,BRAZOS,Not Available,Not Available,Not Available
450840,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,TX,75013,COLLIN,Not Available,12.1,12.9
